"College","Control Number","Course ID","TOP Code","Credit Status","Maximum Units","Minimum Units","Basic Skills Status","SAM Status","Prior To Transfer Status","Non-Credit Category","Funding Category","Non-Credit Minimum Hours","Non-Credit Maximum Hours","Issue/Update Date"
"Cabrillo","CCC000371913","BUS60       ","050100","D","03.00","03.00","N","C","Y","Y","Y",,,"20180705"
"Cabrillo","CCC000371691","ANTHRO-22   ","220200","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371702","SB-120CB    ","050100","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371697","ECE157A     ","130500","D","03.00","03.00","N","B","Y","Y","Y",,,"20180722"
"Cabrillo","CCC000371658","SPAN6B      ","110500","D","03.00","03.00","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000371674","DANCE-61A   ","100800","D","04.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371678","ENGL-256SL  ","150100","C","04.00","04.00","B","E","B","Y","Y",,,"20100524"
"Cabrillo","CCC000371666","ADAPT91     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000371761","ETECH61     ","092400","D","03.00","03.00","N","D","Y","Y","Y",,,"20180803"
"Cabrillo","CCC000371773","MUS26A      ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180908"
"Cabrillo","CCC000371793","ATH-15CC    ","083500","D","01.50","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371794","DM-199      ","061400","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371723","PHYS2B      ","190200","D","04.00","04.00","N","E","Y","Y","Y",,,"20180313"
"Cabrillo","CCC000371744","SPAN-20A    ","110500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373175","CIS-197     ","070800","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373182","ESL-201     ","493084","C","06.00","06.00","B","E","B","Y","Y",,,"20100730"
"Cabrillo","CCC000373186","HORT150     ","010900","D","04.00","04.00","N","C","Y","Y","Y",,,"20180629"
"Cabrillo","CCC000373225","SC-268      ","493031","C","10.00","00.50","N","E","Y","Y","Y",,,"20110105"
"Cabrillo","CCC000373198","SB-120HHH   ","050100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373199","MATH502     ","170100","N","00.00","00.00","B","E","E","C","Y",,,"20181119"
"Cabrillo","CCC000373211","ARCHE-199   ","220220","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373150","COMM2       ","150600","D","03.00","03.00","N","E","Y","Y","Y",,,"20180707"
"Cabrillo","CCC000373157","CAOS-116    ","070100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373143","CA-123L     ","070100","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373141","CAOS-141    ","070100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373107","DRAFT-122   ","095300","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373245","ASTRO-28Q   ","191100","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373234","MATH-153    ","170100","D","03.00","03.00","N","E","A","Y","Y",,,"20070919"
"Cabrillo","CCC000373231","CG-280AS    ","493010","C","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373232","ECE-162YG   ","130500","D","02.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373260","RT-70A      ","122500","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373285","MA-190E     ","120800","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373279","CJ-199      ","210500","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373271","ART-H-11    ","100100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373332","ATH-15G     ","083500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373322","KIN-48      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20110209"
"Cabrillo","CCC000373324","CIS-103     ","070800","D","04.00","03.00","N","D","Y","Y","Y",,,"20140611"
"Cabrillo","CCC000373359","MUS-37W     ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373350","CIS-160DJ   ","070800","D","05.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373034","ESL-260W    ","493084","C","02.00","02.00","B","E","B","Y","Y",,,"20100730"
"Cabrillo","CCC000373030","ENGL12C     ","150100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180630"
"Cabrillo","CCC000373069","WS-39HC     ","220110","D","01.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000373076","RT-151L     ","122500","D","01.30","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372977","MA-173A     ","120800","D","01.50","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372942","DM-8        ","061400","D","03.00","03.00","N","D","Y","Y","Y",,,"20120313"
"Cabrillo","CCC000372952","CAHM171     ","130630","D","01.00","01.00","N","C","Y","Y","Y",,,"20180629"
"Cabrillo","CCC000372953","RT-150      ","122500","D","01.50","01.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372982","PE-44B      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372985","MUS58       ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180831"
"Cabrillo","CCC000372987","GEOG4       ","220600","D","03.00","03.00","N","E","Y","Y","Y",,,"20180805"
"Cabrillo","CCC000372891","GERON-115   ","130900","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372892","DANCE-73    ","100800","D","02.50","00.50","N","E","Y","Y","Y",,,"20080725"
"Cabrillo","CCC000372893","READ100     ","152000","D","03.00","03.00","N","E","A","Y","Y",,,"20180707"
"Cabrillo","CCC000372885","MM-110      ","070100","D","01.50","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372895","CG-211      ","493010","C","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372901","BOT-30B 2   ","070100","D","03.00","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372914","TA7         ","100700","D","03.00","03.00","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000372919","WS-39TB     ","220110","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372812","CA-113      ","070100","D","01.00","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372819","SBUS-130DM  ","050100","D","00.30","00.30","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372348","SB-120TS    ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372332","MUS15A      ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180829"
"Cabrillo","CCC000372268","CIS-192B    ","070800","D","02.00","02.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372282","ALA-20      ","130100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372440","CG-99A      ","493010","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372390","DRAFT-71    ","095300","D","04.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372394","ALA-150H    ","130100","D","03.00","00.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372379","BUS-184     ","050100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372460","SLS-3       ","110100","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372446","PSYCH26     ","200100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180728"
"Cabrillo","CCC000372501","BUS-5L      ","050100","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372483","ACCT-100L   ","050200","D","01.00","01.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372494","SB-124A     ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372533","AH-15       ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372536","DH163A      ","124020","D","03.00","03.00","N","D","Y","Y","Y",,,"20180430"
"Cabrillo","CCC000372563","DH-185      ","124020","D","02.00","02.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372554","HMT-171     ","213300","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372579","MUS34       ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180831"
"Cabrillo","CCC000372633","ASTRO-10    ","191100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372625","ECE-161HS   ","130500","D","02.00","02.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372595","HORT-66     ","010900","D","03.00","03.00","N","B","Y","Y","Y",,,"20160513"
"Cabrillo","CCC000372612","AP-40CP     ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372623","ECE-199C    ","130500","D","08.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372703","ALA-44      ","130100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372681","MATH-51     ","170100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372676","TA29        ","100700","D","03.00","01.00","N","E","Y","Y","Y",,,"20180724"
"Cabrillo","CCC000372677","ENGR-27     ","090100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372778","CS-22       ","070600","D","03.00","01.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000372793","BUS-80S     ","050100","D","04.00","01.00","N","C","Y","Y","Y",,,"20130809"
"Cabrillo","CCC000372753","ECE146      ","130500","D","02.00","02.00","N","C","Y","Y","Y",,,"20180722"
"Cabrillo","CCC000369940","ECE-162PLF  ","130500","D","04.00","00.50","N","C","Y","Y","Y",,,"20080724"
"Cabrillo","CCC000369946","FR-80S      ","110200","D","04.00","01.00","N","E","Y","Y","Y",,,"20130812"
"Cabrillo","CCC000369927","ART-40CRPM  ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369916","N-61        ","123010","D","04.00","04.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370038","COMM-80S    ","150600","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370094","HIST-17B    ","220500","D","03.00","03.00","N","E","Y","Y","Y",,,"20130821"
"Cabrillo","CCC000370099","FPT-155A    ","213300","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370111","CG-190DB    ","493010","D","02.50","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370200","CABT-160    ","070100","D","01.50","01.50","N","C","Y","Y","Y",,,"20080724"
"Cabrillo","CCC000370171","CHIN-80S    ","110700","D","04.00","01.00","N","E","Y","Y","Y",,,"20130809"
"Cabrillo","CCC000370128","CIS-10      ","070800","D","04.00","04.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370166","N-140       ","123010","D","02.50","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370253","RT-192      ","122500","D","08.00","08.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370254","BBS32       ","220300","D","03.00","03.00","N","E","Y","Y","Y",,,"20180502"
"Cabrillo","CCC000370258","PHYS4C      ","190200","D","05.00","05.00","N","E","Y","Y","Y",,,"20180313"
"Cabrillo","CCC000370236","DM-102      ","061400","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370216","FPT1-65B    ","213300","D","02.00","02.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370223","ECE-162CG   ","130500","C","03.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370224","IT-152C     ","095600","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370218","ALH-100D    ","123010","D","01.00","01.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370299","PE-79C      ","083500","D","00.50","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370358","BOST-200A   ","493040","C","01.20","01.20","B","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370354","DANCE-79A   ","100800","D","03.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370386","ECE156G     ","130500","D","03.00","01.00","N","C","Y","Y","Y",,,"20181101"
"Cabrillo","CCC000370455","ANTHRO-19B  ","220200","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370472","ANTHR-6     ","220200","D","03.00","03.00","N","E","Y","Y","Y",,,"20130821"
"Cabrillo","CCC000370442","ALA-150E    ","130100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370444","CIS-170     ","070800","D","04.00","04.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370428","DANCE-59B   ","100800","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370563","MUS563      ","100400","N","00.00","00.00","N","E","Y","H","Y",,,"20190104"
"Cabrillo","CCC000370571","ECE-161NF   ","130500","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370597","MATH-260    ","170100","C","02.00","02.00","B","E","D","Y","Y",,,"20100524"
"Cabrillo","CCC000370609","RT-152XT    ","122500","D","01.00","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370607","SPCOM-5A    ","150600","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370625","ANTHRO-9E   ","220200","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370626","HSERV51     ","210400","D","03.00","03.00","N","B","Y","Y","Y",,,"20180808"
"Cabrillo","CCC000370539","HIST21B     ","220500","D","03.00","03.00","N","E","Y","Y","Y",,,"20180808"
"Cabrillo","CCC000370560","ENGL256E    ","150100","C","04.00","04.00","B","E","B","Y","Y",,,"20180804"
"Cabrillo","CCC000370725","BUS-156     ","050100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370775","CABT-190DM  ","070100","D","01.00","00.50","N","D","Y","Y","Y",,,"20080724"
"Cabrillo","CCC000370767","CG-280W     ","493010","C","02.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370768","CEM-168     ","095700","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370769","MA-179      ","120800","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370752","MATH-5A     ","170100","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370703","ALA-41      ","130100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370790","DS-80S      ","493030","D","03.00","01.00","B","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370787","BOT-30A2    ","070100","D","01.50","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370810","CJ-150D     ","210500","D","05.00","05.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370807","CABT-80S    ","070100","D","03.00","01.00","N","C","Y","Y","Y",,,"20080724"
"Cabrillo","CCC000370799","SPAN-10     ","110500","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370802","GEOG1       ","220600","D","03.00","03.00","N","E","Y","Y","Y",,,"20180724"
"Cabrillo","CCC000370837","MUS-2M      ","100400","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370813","ART-40AP    ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370830","MATH23      ","170100","D","04.00","04.00","N","E","Y","Y","Y",,,"20180705"
"Cabrillo","CCC000370826","WS-39WM     ","220110","D","03.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370911","DH-182      ","124020","D","03.00","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370891","READ-206    ","152000","C","03.00","01.00","B","E","B","Y","Y",,,"20100524"
"Cabrillo","CCC000370855","LIBR-15B    ","160100","D","01.50","01.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370856","SPAN-178    ","110500","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370851","AH12        ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20180630"
"Cabrillo","CCC000370853","CWEE-99C    ","493012","D","04.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370846","MUS17B      ","100400","D","02.00","01.00","N","E","Y","Y","Y",,,"20180831"
"Cabrillo","CCC000370999","ECE-137B    ","130500","D","01.00","00.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371063","CA-121AL    ","070100","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371065","ATH-15D     ","083500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000371057","CIS83       ","070800","D","04.00","04.00","N","C","Y","Y","A",,,"20180708"
"Cabrillo","CCC000371042","BOT-32A     ","070100","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370940","MUS55       ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180831"
"Cabrillo","CCC000370950","CS-24L      ","070600","D","00.00","00.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370932","N-85        ","123010","D","02.50","02.50","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000370923","HORT-63     ","010900","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369620","RT-50       ","122500","D","02.00","02.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369613","ENGL14A     ","150100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180805"
"Cabrillo","CCC000369627","PHILO7      ","150900","D","03.00","03.00","N","E","Y","Y","Y",,,"20180728"
"Cabrillo","CCC000369628","FPT-166A    ","213300","D","02.00","02.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369599","FR-3        ","110200","D","05.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369604","DRAFT-24L   ","095300","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369560","CG-52IIA    ","493010","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369581","CA-131      ","070100","D","01.50","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369593","BOT-140     ","070100","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369544","BIO-80S     ","040100","D","04.00","01.00","N","E","Y","Y","Y",,,"20130809"
"Cabrillo","CCC000369512","CJ-199C     ","210500","D","04.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369529","CIS-182AB   ","070800","D","04.00","04.00","N","C","Y","Y","B",,,"20070919"
"Cabrillo","CCC000369538","PS1         ","220700","D","03.00","03.00","N","E","Y","Y","Y",,,"20180728"
"Cabrillo","CCC000369501","ECE-513     ","130500","N","00.00","00.00","N","D","Y","F","Y",0,0,"20160120"
"Cabrillo","CCC000369497","BOST-133    ","070100","D","01.00","01.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369522","SMBU-120TS  ","050100","D","05.00","05.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369516","ATH-15A     ","083500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369517","ART-40FL    ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20130926"
"Cabrillo","CCC000369465","ESL-222D    ","493084","C","00.50","00.50","B","E","B","Y","Y",,,"20100629"
"Cabrillo","CCC000369467","ENGR-45     ","090100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369429","JOURN21     ","060200","D","03.00","03.00","N","C","Y","Y","Y",,,"20180829"
"Cabrillo","CCC000369388","MATH-256    ","493041","C","02.00","02.00","B","E","B","Y","Y",,,"20070919"
"Cabrillo","CCC000369406","MM-103      ","070100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369352","CJ-10B      ","210500","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369339","SPAN-5      ","110500","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369362","BOT-179A    ","070100","D","02.00","02.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369734","BUS9        ","050100","D","03.00","03.00","N","C","Y","Y","Y",,,"20180413"
"Cabrillo","CCC000369773","HIST-22     ","220500","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369712","ASTRO-27    ","191100","D","01.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369716","CAOS-190G   ","070100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369633","ENGR-99A    ","090100","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369634","GRMN-2      ","110300","D","05.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369651","MUS85A      ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180901"
"Cabrillo","CCC000369682","CIS-2       ","070800","D","04.00","04.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369677","DANCE-66    ","100800","D","02.50","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369675","KIN-11      ","083500","D","03.00","03.00","N","E","Y","Y","Y",,,"20110209"
"Cabrillo","CCC000369668","ANTHRO-5    ","220200","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369813","CA-106      ","070100","D","02.00","02.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369887","ECE139C     ","130500","D","03.00","00.50","N","C","Y","Y","Y",,,"20181101"
"Cabrillo","CCC000369891","ECE-161Q    ","130500","D","02.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369881","FT2         ","213300","D","03.00","03.00","N","D","Y","Y","Y",,,"20180724"
"Cabrillo","CCC000369253","SC-262      ","493031","C","04.00","00.50","B","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369254","CS-108AL    ","070600","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369248","SPCOM-3     ","150600","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369235","CAOS-190CR  ","070100","D","04.00","04.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369238","ARCHE-5     ","220220","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369208","DM-172      ","061400","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369204","CJ-150A     ","210500","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369213","ESL-253C    ","493087","C","06.00","04.00","B","E","B","Y","Y",,,"20100617"
"Cabrillo","CCC000369312","MUS52       ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180901"
"Cabrillo","CCC000369335","CIS-191     ","070800","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369331","AERO-5      ","095000","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369124","ASTRO-28K   ","191100","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369099","RT-182X     ","122500","D","02.00","02.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369103","ECE-54A     ","130500","D","06.50","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369087","LIBR-21     ","160100","D","01.50","01.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369073","CAOS-179    ","070100","D","02.00","02.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369187","CAOS-190FM  ","070100","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369196","FR-20C      ","110200","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369143","W152A       ","095650","D","01.00","01.00","N","C","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000369145","MA-199C     ","120800","D","04.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369157","WS-10       ","220110","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369164","PE-41A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369148","ATH-15T     ","083500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000368775","CJ12        ","210500","D","03.00","03.00","N","B","Y","Y","Y",,,"20180728"
"Cabrillo","CCC000368776","CG-58       ","493010","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000368832","CABT156     ","051400","D","03.00","03.00","N","C","Y","Y","Y",,,"20180623"
"Cabrillo","CCC000368811","SBUS-130MK  ","050100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000368812","ALA-80S     ","130100","D","03.00","00.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000368861","ETECH110    ","092400","D","03.00","03.00","N","D","Y","Y","Y",,,"20180803"
"Cabrillo","CCC000368867","ART-40SB    ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369019","MUS27       ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180831"
"Cabrillo","CCC000369016","HSERV162    ","210400","D","03.00","03.00","N","B","Y","Y","Y",,,"20180629"
"Cabrillo","CCC000368966","SMBU-120CB  ","050100","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000369042","DM-2        ","061400","D","03.00","03.00","N","D","Y","Y","Y",,,"20120228"
"Cabrillo","CCC000368958","ACCT-158    ","050200","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000368949","HIST-19C    ","220500","D","03.00","03.00","N","E","Y","Y","Y",,,"20130821"
"Cabrillo","CCC000368939","N-136       ","123010","D","02.00","02.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000382419","WS-80S      ","220110","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000382436","AH11        ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20180630"
