"College","Control Number","Course ID","TOP Code","Credit Status","Maximum Units","Minimum Units","Basic Skills Status","SAM Status","Prior To Transfer Status","Non-Credit Category","Funding Category","Non-Credit Minimum Hours","Non-Credit Maximum Hours","Issue/Update Date"
"Cabrillo","CCC000011760","BOT30B3     ","051400","D","03.00","01.00","N","B","X","Y","X",,,"20070917"
"Cabrillo","CCC000283022","BOT321      ","051400","D","03.00","01.00","N","C","X","Y","X",,,"20070917"
"Cabrillo","CCC000300589","BOT322      ","051400","D","03.00","01.00","N","C","X","Y","X",,,"20070917"
"Cabrillo","CCC000317945","BOT323      ","051400","D","03.00","01.00","N","C","X","Y","X",,,"20070917"
"Cabrillo","CCC000348385","CA-107A     ","070100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348368","DRAFT-73    ","095300","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348369","CAHM50A     ","130630","D","01.00","01.00","N","D","Y","Y","Y",,,"20180629"
"Cabrillo","CCC000348372","CS-105B     ","070600","D","01.50","01.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348452","ARCHE-113B  ","220220","D","01.00","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348444","N-210       ","123010","C","02.50","02.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348470","RT-199C     ","122500","D","04.00","00.50","N","C","Y","Y","Y",,,"20141030"
"Cabrillo","CCC000348472","CABT-230    ","493040","C","03.00","03.00","B","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348620","MUS-150     ","100400","D","05.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348630","ECE-54      ","130500","D","03.00","01.00","N","C","Y","Y","Y",,,"20080725"
"Cabrillo","CCC000348642","AH17        ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20180630"
"Cabrillo","CCC000348587","MUS36       ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180831"
"Cabrillo","CCC000348558","BOT-30B     ","070100","D","03.00","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348528","CG-99C      ","493010","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348515","FPT-151     ","213300","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348121","FT-7        ","213300","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348124","SBUS-130TS  ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348137","ESL-153C    ","493080","D","04.00","04.00","B","E","A","Y","Y",,,"20070919"
"Cabrillo","CCC000348203","SBUS-130BK  ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348212","ITAL10      ","110400","D","03.00","03.00","N","E","Y","Y","Y",,,"20180829"
"Cabrillo","CCC000348170","CG-205L     ","493010","C","03.00","01.00","N","E","Y","Y","Y",,,"20140514"
"Cabrillo","CCC000348193","PSYCH1      ","200100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180707"
"Cabrillo","CCC000348145","MUS-101     ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348154","CAOS-139    ","070100","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348172","WS-39AB     ","220110","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348239","ALA-22      ","130100","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348219","SB-120WP    ","050100","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348224","PS-80S      ","220700","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348271","CIS-151     ","070800","D","04.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348274","DM-132      ","061400","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348257","ECE-156L    ","130500","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348298","N-91        ","123010","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348299","CABT-205    ","051400","C","02.00","02.00","N","C","Y","Y","Y",,,"20100730"
"Cabrillo","CCC000348296","MA-185      ","120800","D","04.00","02.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348307","ANTHR-13    ","220200","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348326","IT-172      ","095600","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348845","SPAN80S     ","110500","D","04.00","01.00","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000348860","ESL-2       ","493084","D","06.00","06.00","N","E","Y","Y","Y",,,"20100730"
"Cabrillo","CCC000348827","HMT-173     ","213300","D","02.00","02.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348815","ECE-173     ","130500","D","02.00","02.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348804","KIN-60      ","083500","D","03.00","00.50","N","E","Y","Y","Y",,,"20120131"
"Cabrillo","CCC000348867","CS-24       ","070600","D","04.00","04.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348775","BUS-186     ","050100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348678","DH187       ","124020","D","02.00","02.00","N","C","Y","Y","Y",,,"20190106"
"Cabrillo","CCC000348715","MUS61       ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20180831"
"Cabrillo","CCC000348716","ACCT-161B   ","050200","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348686","DANCE-79F   ","100800","D","04.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345446","MM-199      ","070100","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345470","MUS-85V     ","100400","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345471","MA-190A     ","120800","D","01.20","01.20","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345494","W155        ","095650","D","02.00","02.00","N","C","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000345498","SBUS-130CR  ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345363","RT-151LXT   ","122500","D","00.50","00.50","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345365","CIS-193     ","070800","D","04.00","04.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345384","SMBU-120WP  ","050100","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345387","CJ-170B     ","210500","D","01.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345406","SLS-50L     ","110100","D","04.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345410","CIS-160DF   ","070800","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345411","SC-264      ","493031","C","04.00","00.50","B","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345398","ATH-15C     ","083500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345327","ASTRO-28M   ","191100","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345325","SB-126A     ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345337","ECE-137A    ","130500","D","01.00","00.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345338","CAOS-160A   ","070100","D","01.50","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345700","DS-180S     ","493030","D","03.00","01.00","B","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345667","CG-52IIC    ","493010","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345677","ART-40CS    ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345686","ANTHRO-7    ","220200","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345646","CAOS-180S   ","070100","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345768","PS3         ","220700","D","03.00","03.00","N","E","Y","Y","Y",,,"20180728"
"Cabrillo","CCC000345754","CJ-155B     ","210500","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345552","N-14        ","123010","D","04.00","04.00","N","D","Y","Y","B",,,"20080724"
"Cabrillo","CCC000345524","CABT272     ","051400","C","01.00","01.00","N","D","Y","Y","Y",,,"20180908"
"Cabrillo","CCC000345518","PE-13       ","083500","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345531","BOST-160    ","070100","D","01.50","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345508","TA-74       ","100700","D","03.00","03.00","N","E","Y","Y","Y",,,"20150612"
"Cabrillo","CCC000345622","SPAN6A      ","110500","D","03.00","03.00","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000345630","ECE-231     ","130500","D","03.00","01.00","N","C","Y","Y","Y",,,"20080725"
"Cabrillo","CCC000345641","RT52        ","122500","D","02.00","02.00","N","D","Y","Y","Y",,,"20180627"
"Cabrillo","CCC000345604","MUS-85C     ","100400","D","01.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345586","GEOL10      ","191400","D","04.00","04.00","N","E","Y","Y","Y",,,"20180808"
"Cabrillo","CCC000345589","PHILO9      ","150900","D","03.00","03.00","N","E","Y","Y","Y",,,"20180728"
"Cabrillo","CCC000345593","HORT-162SP  ","010900","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347105","DRAFT-121   ","095300","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347111","FIN-4       ","050100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347082","JOURN-20B   ","060200","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347102","DH-80S      ","124020","D","03.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347090","ECE-162M    ","130500","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347093","FT-199      ","213300","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347148","MUS-82      ","100400","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347162","ENGL12B     ","150100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180805"
"Cabrillo","CCC000347205","ESL-200     ","493087","C","06.00","06.00","B","E","B","Y","Y",,,"20100730"
"Cabrillo","CCC000347175","MUS-57      ","100400","D","03.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347053","CS-21       ","070600","D","04.00","04.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347054","BOT-30B 1   ","070100","D","03.00","01.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347039","ATH-15AA    ","083500","D","01.50","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347036","SOC-22      ","220800","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347018","HIST-26C    ","220500","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347008","ENGL-50     ","150100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347013","ARTH-15     ","100100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346932","ENGR-26     ","090100","D","01.00","01.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346978","CHEM-22     ","190500","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346979","CA-112      ","070100","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346988","ART-40JC    ","100200","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346981","READ-206ABC ","493070","C","03.00","01.00","B","E","B","Y","Y",,,"20070919"
"Cabrillo","CCC000346995","ART-2B      ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20130821"
"Cabrillo","CCC000347400","CIS-160DI   ","070800","D","04.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347408","BIO1B       ","040100","D","05.00","05.00","N","E","Y","Y","Y",,,"20180908"
"Cabrillo","CCC000347418","ESL-270L    ","493086","C","02.00","00.50","B","E","B","Y","Y",,,"20100730"
"Cabrillo","CCC000347419","ASTRO-28P   ","191100","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347368","BOT-32C     ","070100","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347350","CAOS-282L   ","493030","C","01.00","01.00","B","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347385","ATH-15F     ","083500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347375","CWEE-99SL   ","493012","D","03.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347464","CIS196      ","070800","D","04.00","04.00","N","C","Y","Y","Y",,,"20180708"
"Cabrillo","CCC000347445","TA-77       ","100700","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347474","ATH-15RR    ","083500","D","01.50","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347480","DRAFT-42L   ","095300","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347494","SC-267      ","493031","C","04.00","00.50","N","E","Y","Y","Y",,,"20101219"
"Cabrillo","CCC000347457","ART-H-10    ","100100","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347296","ET-64       ","093400","D","05.00","05.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347281","PE-44A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347285","DS-282L     ","493030","C","01.00","01.00","B","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347328","EDUC-99SL   ","080100","D","03.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347336","COMM1       ","150600","D","03.00","03.00","N","E","Y","Y","Y",,,"20180707"
"Cabrillo","CCC000347209","WS-39TA     ","220110","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347239","CAHM-170    ","130630","D","06.00","06.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347274","SPCOM-8     ","150600","D","04.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348034","ET-179      ","093400","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348023","BIO-17B     ","040100","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000348013","ADAPT93     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180630"
"Cabrillo","CCC000347933","TA10A       ","100700","D","03.00","03.00","N","E","Y","Y","Y",,,"20180629"
"Cabrillo","CCC000347936","CS-110L     ","070600","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347951","SPAN-20C    ","110500","D","02.00","02.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347957","CAOS-164    ","070100","D","04.00","04.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347993","ESL-80S     ","493087","D","03.00","01.00","N","E","Y","Y","Y",,,"20100730"
"Cabrillo","CCC000347818","BOT-32 1    ","070100","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347791","CABT-103A   ","051400","D","01.00","01.00","N","C","Y","Y","Y",,,"20130821"
"Cabrillo","CCC000347800","WS-39C      ","220110","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347789","BOT-190A    ","070100","D","02.00","02.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347787","FPT-169A    ","213300","D","02.50","02.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347794","N-121       ","123010","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347835","GEOG-21     ","220600","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347859","DM-173A     ","061400","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347863","CS-106L     ","070600","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347893","DRAFT-24    ","095300","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347918","MUS12       ","100400","D","03.00","03.00","N","E","Y","Y","Y",,,"20180629"
"Cabrillo","CCC000347925","CIS-165J    ","070800","D","04.00","04.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347909","FT-155D     ","213300","D","15.00","00.25","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347902","CEM-150     ","095700","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347526","SBUS-130CB  ","050100","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347518","MATH-152    ","170100","D","04.00","04.00","N","E","A","Y","Y",,,"20070919"
"Cabrillo","CCC000347519","N17         ","123010","D","00.50","00.50","N","D","Y","Y","B",,,"20180901"
"Cabrillo","CCC000347505","KIN-47      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20110209"
"Cabrillo","CCC000347565","ES10        ","030100","D","03.00","03.00","N","E","Y","Y","Y",,,"20180623"
"Cabrillo","CCC000347558","ESL-280VM   ","493087","C","03.00","01.00","B","E","B","Y","Y",,,"20100629"
"Cabrillo","CCC000347543","TA85C       ","100700","D","03.00","01.00","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000347609","ASTRO-80S   ","191100","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347616","CA-136      ","070100","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347614","W158        ","095650","D","02.00","02.00","N","C","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000347576","ETECH-199C  ","092400","D","04.00","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347570","ART-7A      ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20130821"
"Cabrillo","CCC000347581","SBUS-130FP  ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347572","MA-190D     ","120800","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347573","ESL-280B    ","493087","C","02.00","02.00","B","E","B","Y","Y",,,"20100629"
"Cabrillo","CCC000347586","LS281       ","493032","C","03.00","03.00","N","E","Y","Y","Y",,,"20180829"
"Cabrillo","CCC000347599","TA-85V      ","100700","D","03.00","01.00","N","E","Y","Y","Y",,,"20080724"
"Cabrillo","CCC000347759","DRAFT-145   ","095300","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347763","CAHM-169    ","130630","D","06.00","06.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347771","ART-40CC    ","100200","D","03.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347722","ECE-157C    ","130500","D","02.00","02.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347653","HS-14       ","083700","D","03.00","03.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347642","CJ-190D     ","210500","D","01.50","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347647","BOST-138    ","070100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347689","N-199C      ","123010","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347690","PE-33A      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347701","SPAN-3I     ","110500","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000347710","SB-120WBP   ","050100","D","00.30","00.30","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345823","DANCE68     ","100800","D","04.00","00.50","N","E","Y","Y","Y",,,"20180908"
"Cabrillo","CCC000345808","MA-130AL    ","120800","D","01.30","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345801","CAOS-190I   ","070100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345803","FT151       ","213300","D","02.50","02.50","N","C","Y","Y","Y",,,"20180724"
"Cabrillo","CCC000345846","AJ-160A     ","210500","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345924","GRMN-4      ","110300","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345892","CAHM-166    ","130630","D","02.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345896","FT4         ","213300","D","03.00","03.00","N","B","Y","Y","Y",,,"20180724"
"Cabrillo","CCC000346004","PE-50B      ","083500","D","02.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346032","ECE53L      ","130500","D","00.50","00.50","N","C","Y","Y","Y",,,"20180722"
"Cabrillo","CCC000346024","ENGL115     ","150100","D","01.00","01.00","N","E","A","Y","Y",,,"20180804"
"Cabrillo","CCC000346027","PHYS2A      ","190200","D","04.00","04.00","N","E","Y","Y","Y",,,"20180313"
"Cabrillo","CCC000346028","ANAT-25     ","040100","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346029","CAOS-161    ","070100","D","04.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346059","CA-135B     ","070100","D","03.00","01.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346069","ECE-139E    ","130500","D","03.00","00.50","N","C","Y","Y","Y",,,"20080724"
"Cabrillo","CCC000346041","CIS-160IX   ","070800","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345978","CS-160PP    ","070600","D","04.00","04.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345998","CIS-12      ","070800","D","04.00","04.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000345999","CAOS-510    ","051400","N","00.00","00.00","N","D","Y","I","Y",0,0,"20160120"
"Cabrillo","CCC000345941","ETECH60     ","092400","D","03.00","03.00","N","C","Y","Y","Y",,,"20180803"
"Cabrillo","CCC000345939","ADAPT90     ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000345934","HIST24      ","220500","D","03.00","03.00","N","E","Y","Y","Y",,,"20180808"
"Cabrillo","CCC000346178","SBUS-130EC  ","050100","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346200","DM-104      ","061400","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346209","N-63        ","123010","D","05.00","04.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346090","METEOR-1L   ","193000","D","01.00","01.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346077","HORT-170    ","010900","D","03.00","03.00","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346084","SMBU-120WPX ","050100","D","00.00","00.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346132","BIO13AL     ","040100","D","01.00","01.00","N","E","Y","Y","Y",,,"20180908"
"Cabrillo","CCC000346139","DH160       ","124020","D","02.00","02.00","N","D","Y","Y","Y",,,"20180429"
"Cabrillo","CCC000346115","ENGL-101O   ","150100","D","03.00","03.00","N","E","A","Y","Y",,,"20070919"
"Cabrillo","CCC000346230","KIN-44      ","083500","D","02.00","00.50","N","E","Y","Y","Y",,,"20110209"
"Cabrillo","CCC000346304","N-142       ","123010","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346305","ECE-156I    ","130500","D","03.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346308","SBUS-20ADV  ","050100","D","00.30","00.30","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346335","CABT-202    ","493040","C","01.00","01.00","B","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346670","MATH-5C     ","170100","D","04.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346641","ALA-150G    ","130100","D","03.00","00.50","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346655","CAHM20      ","130630","D","03.00","03.00","N","D","Y","Y","Y",,,"20181019"
"Cabrillo","CCC000346691","SBUS-130SF  ","050100","D","00.50","00.50","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346683","ANTHR8      ","220200","D","03.00","03.00","N","E","Y","Y","Y",,,"20180908"
"Cabrillo","CCC000346676","CS-160P     ","070100","D","04.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346781","HORT-65     ","010900","D","02.00","02.00","N","B","Y","Y","Y",,,"20160513"
"Cabrillo","CCC000346782","CIS-172     ","070800","D","04.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346778","DH-184      ","124020","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346745","AH14        ","100200","D","03.00","03.00","N","E","Y","Y","Y",,,"20180701"
"Cabrillo","CCC000346725","SLS-2       ","110100","D","05.00","04.00","N","E","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346847","ETECH-140   ","092400","D","03.00","03.00","N","D","Y","Y","Y",,,"20141117"
"Cabrillo","CCC000346855","ECE-170     ","130500","D","03.00","00.50","N","B","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346882","ECE145      ","130500","D","03.00","01.00","N","C","Y","Y","Y",,,"20180801"
"Cabrillo","CCC000346890","TA28        ","100700","D","03.00","02.00","N","E","Y","Y","Y",,,"20180906"
"Cabrillo","CCC000346864","HMT-170     ","213300","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346870","DM-128      ","061400","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346567","CAOS-103B   ","051400","D","01.00","01.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346617","JAPAN80S    ","110800","D","04.00","01.00","N","E","Y","Y","Y",,,"20180829"
"Cabrillo","CCC000346613","RE-193      ","051100","D","03.00","03.00","N","D","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346635","CAOS-185    ","070100","D","03.00","03.00","N","C","Y","Y","Y",,,"20070919"
"Cabrillo","CCC000346535","HSERV-53    ","210400","D","02.00","02.00","N","B","Y","Y","Y",,,"20160204"
